GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Hrvatska,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	180.13	201.95	154.61	138.79	170.57	117.13	137.69	140.30	:	:
Panonska Hrvatska,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	178.18	199.93	152.06	:	:	:	:	:	:	:
Jadranska Hrvatska,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1.94	2.01	2.55	2.14	2.88	1.54	1.26	1.88	:	:
Kontinentalna Hrvatska (NUTS 2016),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	199.93	152.06	136.66	167.69	115.60	136.42	138.42	:	:
Sjeverozapadna Hrvatska (former statistical region),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Italy,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	593.49	632.37	586.62	553.63	528.74	501.72	543.32	530.68	500.80	492.98
Nord-Ovest,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	145.09	156.20	144.35	140.91	148.01	138.88	136.51	121.91	:	:
Piemonte,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	88.98	90.81	84.63	81.83	85.81	82.16	77.58	66.97	:	:
Valle d'Aosta/Vallée d'Aoste,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.01	0.01	5.00	0.01	0.01	0.01	0.01	0.01	:	:
Liguria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.19	0.18	182.00	0.18	0.17	0.16	0.16	0.17	:	:
Lombardia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	55.92	65.20	59.53	58.90	62.03	56.56	58.76	54.77	:	:
Nord-Est,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	226.49	232.92	207.30	245.12	247.56	:	:
Provincia Autonoma di Bolzano/Bozen,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.04	0.04	0.04	0.04	0.04	:	:
Provincia Autonoma di Trento,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.02	0.02	0.02	0.03	0.03	:	:
Veneto,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	80.81	90.20	72.64	95.02	91.19	:	:
Friuli-Venezia Giulia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	9.53	12.00	12.00	13.03	13.16	:	:
Emilia-Romagna,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	136.08	130.67	122.60	137.00	143.14	:	:
Nord-Est (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	262.09	286.46	248.36	:	:	:	:	:	:	:
Provincia Autonoma Bolzano/Bozen (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.03	0.03	35.00	:	:	:	:	:	:	:
Provincia Autonoma Trento (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	:	:	:	:	:	:	:
Veneto (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	88.07	102.92	84.56	:	:	:	:	:	:	:
Friuli-Venezia Giulia (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	13.71	11.91	11.92	:	:	:	:	:	:	:
Emilia-Romagna (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	160.28	171.60	151.85	:	:	:	:	:	:	:
Centro (IT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	108.38	69.27	79.08	85.36	84.70	:	:
Toscana,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	18.64	20.40	27.34	30.64	30.38	:	:
Umbria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	61.75	21.20	24.70	27.30	27.90	:	:
Marche,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	14.74	14.27	13.30	13.95	13.84	:	:
Lazio,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	13.25	13.40	13.75	13.48	12.58	:	:
Centro (I) (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	114.17	111.22	117.50	:	:	:	:	:	:	:
Toscana (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	23.04	22.94	25.92	:	:	:	:	:	:	:
Umbria (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	60.40	59.68	61.40	:	:	:	:	:	:	:
Marche (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	14.28	13.76	15.63	:	:	:	:	:	:	:
Lazio (NUTS 2006),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	16.45	14.85	14.55	:	:	:	:	:	:	:
Sud,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	71.45	77.89	76.05	77.42	78.07	76.01	75.85	75.36	:	:
Abruzzo,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	23.29	22.57	22.60	22.62	22.60	22.68	22.61	22.62	:	:
Molise,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	4.10	4.10	4.10	4.50	4.00	3.70	3.60	3.60	:	:
Campania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	17.00	19.40	16.87	17.03	17.11	16.62	17.08	16.67	:	:
Puglia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	8.10	14.65	15.30	15.97	16.70	15.55	15.30	15.20	:	:
Basilicata,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	8.31	6.95	6.90	6.98	7.08	7.01	7.00	6.95	:	:
Calabria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	10.65	10.23	10.27	10.32	10.58	10.44	10.27	10.31	:	:
Isole,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.70	0.06	352.00	0.44	0.48	0.45	0.49	1.15	:	:
Sicilia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.70	0.60	350.00	0.40	0.40	0.40	0.40	0.39	:	:
Sardegna,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	2.00	0.04	0.08	0.05	0.09	0.76	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.78	1.57	2.43	4.20	4.00 e	4.00 e
Kypros,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00 n	:	:	:	:	:	:
Kypros,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00 n	:	:	:	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	:	:	:	:	:	:
Latvia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	257.10	251.90	154.30	290.00	327.10	322.00	213.60	377.40	381.90	425.20
Latvija,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	436.20	466.00	355.00	573.03	628.56	620.61	463.16	739.65	749.92	790.50
Lietuva,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sostines regionas,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Vidurio ir vakaru Lietuvos regionas,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	12.70	13.41	11.07	13.70	13.37	13.62	12.52	13.04	11.43	:
Luxembourg,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hungary,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,040.50	1,061.21	1,086.78	995.23	1,000.74	915.75	972.93	972.39	899.75	851.03
Közép-Magyarország,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	62.52	62.52	66.84	66.72	64.35	58.06	59.72	60.78	:	:
Budapest,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	7.60	7.11	7.90	8.16	6.78	6.57	7.26	:	:
Pest,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	54.93	59.73	58.81	56.18	51.28	53.15	53.52	:	:
Közép-Magyarország (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	62.52	62.52	66.84	66.72	64.35	:	:	:	:	:
Dunántúl,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	398.67	413.07	425.69	396.32	411.64	390.24	398.96	391.22	:	:
Közép-Dunántúl,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	128.14	132.52	132.28	128.19	122.57	116.76	112.70	109.86	:	:
Nyugat-Dunántúl,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	126.41	125.37	131.32	124.40	130.42	120.19	128.57	127.06	:	:
Dél-Dunántúl,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	144.12	155.19	162.09	143.74	158.65	153.29	157.68	154.31	:	:
Alföld és Észak,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	579.31	585.62	594.25	532.19	524.75	467.46	514.26	520.39	:	:
Észak-Magyarország,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	136.41	135.33	134.55	133.97	128.71	113.25	120.45	122.02	:	:
Észak-Alföld,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	203.12	215.81	219.61	195.94	181.25	163.03	175.14	182.99	:	:
Dél-Alföld,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	239.78	234.48	240.09	202.29	214.79	191.18	218.67	215.39	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Malta,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Malta,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	136.00	125.00	122.00	127.47	116.32	107.57	95.97	111.76	92.46	108.00
Noord-Nederland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	39.00	36.00	37.00	39.00	34.65	33.60	26.44	35.17	25.59	:
Groningen,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	31.00	29.00	30.00	30.63	27.69	26.77	21.55	28.05	20.93	:
Friesland (NL),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	6.00	5.00	5.00	5.77	4.74	4.73	3.35	4.98	3.11	:
Drenthe,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	2.00	2.00	2.00	2.60	2.22	2.10	1.53	2.14	1.55	:
Oost-Nederland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	22.00	22.00	20.00	19.44	17.29	16.77	15.79	17.35	15.56	:
Overijssel,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1.00	1.00	1.00	0.83	0.63	0.65	0.62	0.86	0.82	:
Gelderland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	7.00	7.00	6.00	5.27	4.53	4.35	4.36	4.81	4.52	:
Flevoland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	14.00	14.00	13.00	13.34	12.13	11.77	10.81	11.67	10.22	:
West-Nederland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	56.00	48.00	49.00	51.81	47.87	42.64	40.39	43.84	37.44	:
Utrecht,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1.00	0.00	0.00	0.34	0.13	0.12	0.12	0.23	0.16	:
Noord-Holland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	8.00	7.00	8.00	7.92	6.61	6.47	5.90	6.67	5.16	:
Zuid-Holland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	14.00	13.00	12.00	13.00	12.04	11.15	9.95	10.81	8.93	:
Zeeland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	33.00	28.00	29.00	30.56	29.08	24.89	24.43	26.13	23.19	:
Zuid-Nederland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	20.00	19.00	17.00	17.22	16.52	14.57	13.35	15.40	13.88	:
Noord-Brabant,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	13.00	12.00	10.00	10.69	10.23	8.96	8.23	9.67	8.30	:
Limburg (NL),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	7.00	7.00	7.00	6.53	6.29	5.61	5.12	5.73	5.58	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Austria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	289.81	281.39	287.08	279.02	291.30	269.40	269.01	259.06	259.86	255.30
Ostösterreich,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	231.96	223.20	224.49	214.03	223.94	208.17	206.81	200.01	:	:
Burgenland (AT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	47.22	44.38	44.99	41.32	45.58	41.47	41.86	40.02	:	:
Niederösterreich,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	183.27	177.56	178.28	171.52	177.11	165.56	163.79	158.96	:	:
Wien,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1.47	1.27	1.22	1.19	1.24	1.14	1.16	1.03	:	:
Südösterreich,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	7.35	8.20	11.43	13.69	14.46	11.49	12.15	11.02	:	:
Kärnten,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	2.53	2.73	3.25	3.40	3.79	3.02	2.97	3.13	:	:
Steiermark,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	4.81	5.46	8.18	10.29	10.67	8.47	9.18	7.89	:	:
Westösterreich,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	50.50	49.99	51.16	51.30	52.90	49.73	50.06	48.04	:	:
Oberösterreich,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	50.14	49.58	50.76	50.85	52.39	49.22	49.54	47.51	:	:
Salzburg,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.20	0.23	0.22	0.23	0.28	0.25	0.26	0.25	:	:
Tirol,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.09	0.10	0.09	0.10	0.10	0.12	0.11	0.10	:	:
Vorarlberg,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.07	0.09	0.09	0.12	0.14	0.14	0.15	0.17	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,373.00	1,867.80	1,996.26	2,080.20	1,881.00	1,949.86	1,925.28	2,043.25	2,014.60 e	2,181.39 e
Region Centralny (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	212.53	229.80	178.10	:	:	:	:	:
Lódzkie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mazowieckie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	126.35	136.60	105.60	:	:	:	:	:
Makroregion Poludniowy,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	132.73	137.70	140.20	135.76	141.49	143.84	:	:
Malopolskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	74.74	81.60	82.20	76.94	80.99	86.92	:	:
Slaskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	57.99	56.10	58.00	58.82	60.50	56.92	:	:
Region Wschodni (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	407.20	444.40	432.60	:	:	:	:	:
Lubelskie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Podkarpackie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Swietokrzyskie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Podlaskie (NUTS 2013),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Makroregion Pólnocno-Zachodni,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	399.26	403.00	376.90	379.44	377.19	400.63	:	:
Wielkopolskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	212.85	209.00	182.50	180.76	196.43	203.17	:	:
Zachodniopomorskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	134.77	148.70	143.80	150.16	133.52	145.72	:	:
Lubuskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	51.64	45.30	50.50	48.53	47.24	51.73	:	:
Makroregion Poludniowo-Zachodni,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	391.85	395.20	424.30	385.74	364.55	400.61	:	:
Dolnoslaskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	251.62	255.30	266.00	241.64	229.64	256.42	:	:
Opolskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	140.23	139.90	158.20	144.10	134.91	144.19	:	:
Makroregion Pólnocny,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	452.69	470.10	328.90	414.51	400.43	425.06	:	:
Kujawsko-Pomorskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	196.28	197.50	135.00	167.54	183.71	185.05	:	:
Warminsko-Mazurskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	126.85	133.50	100.20	115.85	92.83	108.54	:	:
Pomorskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	129.56	139.20	93.70	131.12	123.89	131.47	:	:
Makroregion Centralny,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	152.45	156.30	136.00	152.81	148.56	154.51	:	:
Lódzkie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	86.18	93.20	72.40	85.26	82.23	85.10	:	:
Swietokrzyskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	66.27	63.10	63.60	67.56	66.34	69.41	:	:
Makroregion Wschodni,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	340.92	381.20	369.20	375.46	386.73	393.01	:	:
Lubelskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	228.08	261.80	255.20	260.96	274.12	272.01	:	:
Podkarpackie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	82.09	84.20	83.10	83.10	79.02	86.40	:	:
Podlaskie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	30.75	35.20	30.90	31.40	33.59	34.61	:	:
Makroregion Województwo Mazowieckie,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	126.35	136.60	105.60	106.14	106.34	125.59	:	:
Warszawski stoleczny,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	12.36	13.40	10.30	12.74	10.90	12.56	:	:
Mazowiecki regionalny,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	113.99	123.30	95.30	93.40	95.45	113.03	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Portugal,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	51.08	50.76	46.19	37.02	33.51	24.89	22.87	23.04 p	24.04	24.04
Continente,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	51.05	50.72	46.15	36.98	33.47	24.85	22.83	:	:	:
Norte,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	5.89	6.11	5.07	4.21	4.01	3.44	2.95	:	:	:
Algarve,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.75	0.69	0.59	0.57	0.57	0.54	0.48	:	:	:
Centro (PT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	3.68	3.80	3.32	3.26	2.90	2.49	2.54	:	:	:
Área Metropolitana de Lisboa,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.62	0.31	0.64	0.63	0.55	0.38	0.52	:	:	:
Alentejo,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	40.11	39.82	36.54	28.31	25.45	18.00	16.34	:	:	:
Região Autónoma dos Açores (PT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:	:
Região Autónoma dos Açores (PT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	:	:	:
Região Autónoma da Madeira (PT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.03	0.03	0.04	0.04	0.04	0.04	0.04	:	:	:
Região Autónoma da Madeira (PT),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.03	0.03	0.04	0.04	0.04	0.04	0.04	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Romania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,983.11	2,089.85	2,103.60	2,099.97	2,122.36	2,039.36	2,103.68	2,152.58	2,125.76	2,129.55
Macroregiunea unu,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Vest,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centru,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Macroregiunea doi,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Est,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud-Est,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Macroregiunea trei,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud - Muntenia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bucuresti - Ilfov,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Macroregiunea patru,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud-Vest Oltenia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Vest,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovenia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	34.30	31.38	32.71	: u	: u	: u	: u	: u	: u	:
Slovenija,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	34.30	31.38	32.71	: u	: u	: u	: u	: u	:	:
Vzhodna Slovenija,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	: z	: z	: z	:	:	:	:
Vzhodna Slovenija (NUTS 2010),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	:	:	:	:	:	:	:
Zahodna Slovenija,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	:	: z	: z	: z	:	:	:	:
