GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Sachsen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dresden,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Chemnitz,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Leipzig,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sachsen-Anhalt,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sachsen-Anhalt,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Schleswig-Holstein,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Schleswig-Holstein,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Thüringen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Thüringen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Estonia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Eesti,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ireland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Éire/Ireland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Northern and Western,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Southern,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Eastern and Midland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Border, Midland and Western (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Southern and Eastern (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Greece,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Voreia Ellada (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Anatoliki Makedonia, Thraki (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kentriki Makedonia (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dytiki Makedonia (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Thessalia (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kentriki Ellada (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ipeiros (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ionia Nisia (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dytiki Ellada (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sterea Ellada (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Peloponnisos (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Attiki,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Attiki,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nisia Aigaiou, Kriti,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nisia Aigaiou,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Voreio Aigaio,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Notio Aigaio,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kriti,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Voreia Ellada,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Anatoliki Makedonia, Thraki,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kentriki Makedonia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dytiki Makedonia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ipeiros,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kentriki Ellada,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Thessalia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ionia Nisia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dytiki Ellada,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sterea Ellada,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Peloponnisos,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Spain,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Noroeste (ES),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Galicia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Principado de Asturias,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cantabria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Noreste (ES),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
País Vasco,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Comunidad Foral de Navarra,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
La Rioja,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Aragón,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Comunidad de Madrid,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Comunidad de Madrid,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centro (ES),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Castilla y León,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Castilla-la Mancha,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extremadura,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Este (ES),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cataluña,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Comunitat Valenciana,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Illes Balears,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sur (ES),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Andalucía,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Región de Murcia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ciudad de Ceuta,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ciudad de Melilla,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Canarias,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Canarias,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
France,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Île de France,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Île de France,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre - Val de Loire,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre - Val de Loire,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bourgogne - Franche-Comté,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bourgogne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Franche-Comté,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Normandie,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Basse-Normandie,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Haute-Normandie,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hauts-de-France,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Pas-de-Calais,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Picardie,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Grand Est,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Alsace,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Champagne-Ardenne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lorraine,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Pays-de-la-Loire,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Pays-de-la-Loire,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bretagne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bretagne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nouvelle-Aquitaine,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Aquitaine,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Limousin,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poitou-Charentes,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Occitanie,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Languedoc-Roussillon,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Midi-Pyrénées,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Auvergne - Rhône-Alpes,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Auvergne,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rhône-Alpes,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provence-Alpes-Côte d'Azur,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provence-Alpes-Côte d'Azur,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Corse,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Corse,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
RUP FR - Régions ultrapériphériques françaises,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guadeloupe,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Martinique,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guyane,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
La Réunion,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mayotte,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bassin Parisien (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Champagne-Ardenne (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Picardie (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Haute-Normandie (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre (FR) (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Basse-Normandie (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bourgogne (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Pas-de-Calais (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Pas-de-Calais (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Est (FR) (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lorraine (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Alsace (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Franche-Comté (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ouest (FR) (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Pays de la Loire (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bretagne (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poitou-Charentes (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud-Ouest (FR) (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Aquitaine (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Midi-Pyrénées (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Limousin (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centre-Est (FR) (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Rhône-Alpes (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Auvergne (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Méditerranée (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Languedoc-Roussillon (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provence-Alpes-Côte d'Azur (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Corse (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Départements d'outre-mer (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guadeloupe (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Martinique (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guyane (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
La Réunion (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Mayotte (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Départements d'outre-mer (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guadeloupe (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Martinique (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Guyane (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Réunion (NUTS 2010),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Croatia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hrvatska,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Panonska Hrvatska,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Jadranska Hrvatska,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kontinentalna Hrvatska (NUTS 2016),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sjeverozapadna Hrvatska (former statistical region),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Italy,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Ovest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Piemonte,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Valle d'Aosta/Vallée d'Aoste,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Liguria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lombardia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Est,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provincia Autonoma di Bolzano/Bozen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provincia Autonoma di Trento,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Veneto,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Friuli-Venezia Giulia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Emilia-Romagna,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nord-Est (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provincia Autonoma Bolzano/Bozen (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Provincia Autonoma Trento (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Veneto (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Friuli-Venezia Giulia (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Emilia-Romagna (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centro (IT),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Toscana,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Umbria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Marche,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lazio,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Centro (I) (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Toscana (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Umbria (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Marche (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lazio (NUTS 2006),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sud,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Abruzzo,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Molise,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Campania,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Puglia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Basilicata,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Calabria,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Isole,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sicilia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sardegna,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kypros,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kypros,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Latvia,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Latvija,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lietuva,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sostines regionas,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Vidurio ir vakaru Lietuvos regionas,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hungary,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Közép-Magyarország,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Budapest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Pest,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Közép-Magyarország (NUTS 2013),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dunántúl,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Közép-Dunántúl,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Nyugat-Dunántúl,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dél-Dunántúl,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Alföld és Észak,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Észak-Magyarország,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Észak-Alföld,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Dél-Alföld,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 1,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Extra-Regio NUTS 2,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Noord-Nederland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Groningen,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Friesland (NL),Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Drenthe,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Oost-Nederland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Overijssel,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Gelderland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Flevoland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
West-Nederland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Utrecht,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Noord-Holland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Zuid-Holland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Zeeland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Zuid-Nederland,Common wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
