GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Greece,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Spain,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
France,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Croatia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Italy,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Latvia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hungary,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Austria,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poland,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Portugal,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Romania,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovenia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Slovakia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Finland,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Sweden,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Iceland,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Norway,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Switzerland,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
United Kingdom,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
North Macedonia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Albania,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Turkey,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bosnia and Herzegovina,Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common spring wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 27 countries (from 2020),Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
European Union - 28 countries (2013-2020),Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
Belgium,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Bulgaria,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Czechia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Denmark,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Germany (until 1990 former territory of the FRG),Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Estonia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Ireland,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Greece,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Spain,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
France,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Croatia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Italy,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	:	14.00	14.00	14.00	14.00	14.00	:
Cyprus,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Latvia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Lithuania,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Luxembourg,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Hungary,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Malta,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Netherlands,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Austria,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Poland,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Portugal,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Romania,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Slovenia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Slovakia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Finland,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Sweden,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Iceland,Common spring wheat and spelt,EU standard humidity (%)	:	:	:	14.00	14.00	14.00	:	:	14.00	14.00
Norway,Common spring wheat and spelt,EU standard humidity (%)	:	:	14.00	14.00	14.00	14.00	:	:	14.00	:
Switzerland,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
United Kingdom,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	:	14.00	14.00	14.00	14.00	:
Montenegro,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
North Macedonia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Albania,Common spring wheat and spelt,EU standard humidity (%)	14.00	:	:	14.00	:	14.00	14.00	14.00	14.00	14.00
Serbia,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Turkey,Common spring wheat and spelt,EU standard humidity (%)	:	:	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Bosnia and Herzegovina,Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common spring wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	:	:	:	14.00	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2,597.56	2,408.29	2,294.63	2,436.44	2,775.50	2,544.87	2,480.71	2,143.98	:	:
European Union - 27 countries (from 2020),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2,598.66	2,409.37	2,294.63	2,436.44	2,775.50	2,544.87	2,480.71	2,143.98	:	:
European Union - 28 countries (2013-2020),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	2,598.66	2,409.37	2,294.63	2,436.44	2,775.50	2,544.87	2,480.71	2,143.98	:	:
Belgium,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Bulgaria,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	18.70	12.73	6.45	9.72	13.49	10.82	14.91	9.32	7.40	9.00
Czechia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:	0.00 n
Denmark,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Germany (until 1990 former territory of the FRG),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	11.70	8.60	11.30	18.80	25.30	29.60	30.20	31.50	34.00	37.40
Estonia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Ireland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Greece,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	400.66	387.23	353.96	333.35	388.17	296.25	296.49	253.88	242.39 e	223.82
Spain,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	411.05	343.39	297.14	347.93	448.16	417.59	374.61	266.64	250.90	248.18 p
France,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	437.19	336.12	286.75	318.82	403.00	370.01	353.89	245.50	251.79	287.95
Croatia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1.11	1.08	1.41	1.53	0.50	0.64	0.46	0.40	0.70	0.90
Italy,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1,260.14	1,270.49	1,287.56	1,328.87	1,383.68	1,304.86	1,278.40	1,223.96	1,210.42	1,277.81
Cyprus,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	8.55	6.92	6.14	11.97	7.61	7.10	7.77	6.40	8.50 e	8.50 e
Latvia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Lithuania,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Luxembourg,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.13	:
Hungary,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	12.21	14.57	14.50	19.25	29.79	33.58	44.28	36.92	26.52	29.40
Malta,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Austria,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	14.25	12.35	14.04	19.08	23.25	22.89	21.90	16.70	16.51	19.47
Poland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00 e	0.00	0.00	0.00	0.00	0.00 n	0.00
Portugal,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	3.71	1.42	1.64	2.72	4.69	4.14	4.15	3.40 p	4.00	3.80
Romania,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	8.93	4.25	3.97	2.78	7.02	4.78	5.63	5.73	6.17	7.47
Slovenia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00	: u	: u	: u	: u	: u	: u	:
Slovakia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	10.45	10.23	9.78	21.47	40.73	42.55	47.95	43.61	33.95	49.34
Finland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sweden,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Iceland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00 e	0.00 n	0.00	0.00	0.00 n	0.00	0.00	0.00 n
Norway,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	0.00 n	0.00 n	:	0.00 n	0.00 n	0.00 n	0.00 n	:
Switzerland,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	:	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.80 e
United Kingdom,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:
Montenegro,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
North Macedonia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Albania,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	:	:	:	0.00	:	0.00	0.00	0.00	0.00	0.00
Serbia,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Turkey,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	1,190.00	1,279.00	1,282.00	1,274.00	1,239.00	1,237.00	1,202.00	1,096.00	1,256.00	:
Bosnia and Herzegovina,Durum wheat,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Kosovo (under United Nations Security Council Resolution 1244/99),Durum wheat,Area (cultivation/harvested/production) (1000 ha)	: z	: z	: z	:	:	:	0.00	0.00	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Durum wheat,Harvested production in EU standard humidity (1000 t)	8,405.46	8,262.61	7,914.98	8,559.19	9,949.20	8,998.30	8,965.97	7,635.33	:	:
European Union - 27 countries (from 2020),Durum wheat,Harvested production in EU standard humidity (1000 t)	8,411.57	8,267.46	7,914.98	8,559.19	9,949.20	8,998.30	8,965.97	7,635.33	:	:
European Union - 28 countries (2013-2020),Durum wheat,Harvested production in EU standard humidity (1000 t)	8,411.57	8,267.46	7,914.98	8,559.19	9,949.20	8,998.30	8,965.97	7,635.33	:	:
Belgium,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Bulgaria,Durum wheat,Harvested production in EU standard humidity (1000 t)	51.89	42.17	24.35	33.17	55.64	46.55	61.00	39.48	28.81	36.02
Czechia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:	0.00 n
Denmark,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Germany (until 1990 former territory of the FRG),Durum wheat,Harvested production in EU standard humidity (1000 t)	57.40	52.70	73.60	87.30	134.60	170.40	138.10	154.70	183.00	214.80
Estonia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Ireland,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Greece,Durum wheat,Harvested production in EU standard humidity (1000 t)	1,138.95	1,112.31	1,079.39	820.38	1,172.83	721.05	774.32	683.94	609.32 e	608.13
Spain,Durum wheat,Harvested production in EU standard humidity (1000 t)	522.73	976.56	863.85	967.98	1,107.12	1,111.03	1,342.14	736.83	824.08	773.93 p
France,Durum wheat,Harvested production in EU standard humidity (1000 t)	2,355.09	1,759.95	1,466.87	1,784.39	1,675.98	2,094.12	1,774.60	1,547.99	1,271.14	1,571.30
Croatia,Durum wheat,Harvested production in EU standard humidity (1000 t)	6.12	4.85	7.55	10.12	2.49	3.33	1.93	1.81	3.24	4.86
Italy,Durum wheat,Harvested production in EU standard humidity (1000 t)	4,111.70	4,112.43	4,185.30	4,509.82	5,242.49	4,373.93	4,303.10	3,996.39	4,033.85	:
Cyprus,Durum wheat,Harvested production in EU standard humidity (1000 t)	23.51	15.66	4.53	36.15	6.78	14.28	12.44	18.50	17.65 e	18.61 e
Latvia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Lithuania,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Luxembourg,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.52	:
Hungary,Durum wheat,Harvested production in EU standard humidity (1000 t)	45.37	64.47	67.23	93.86	149.88	159.10	209.09	162.47	116.96	131.43
Malta,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Austria,Durum wheat,Harvested production in EU standard humidity (1000 t)	43.68	63.14	66.86	87.96	123.27	91.08	90.86	80.24	78.87	88.45
Poland,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00 n	0.00	0.00	0.00 n	0.00	0.00 n	0.00
Portugal,Durum wheat,Harvested production in EU standard humidity (1000 t)	4.42	2.77	3.97	6.11	13.16	9.67	11.57	8.52 p	8.10	:
Romania,Durum wheat,Harvested production in EU standard humidity (1000 t)	22.11	12.75	19.41	7.91	24.65	20.58	20.76	16.53	19.72	20.53
Slovenia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00	: u	: u	: u	: u	: u	: u	:
Slovakia,Durum wheat,Harvested production in EU standard humidity (1000 t)	28.61	47.69	52.09	113.29	239.74	182.89	225.77	187.80	173.51	281.36
Finland,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sweden,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Iceland,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	:	0.00 n	0.00	0.00 n	0.00 n	0.00	0.00	0.00 n
Norway,Durum wheat,Harvested production in EU standard humidity (1000 t)	:	:	0.00 n	0.00 n	:	0.00 n	0.00 n	0.00 n	0.00 n	:
Switzerland,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	:	0.00	0.00	0.00	0.00	0.00	0.00	3.24	0.00
United Kingdom,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	:
Montenegro,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
North Macedonia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Albania,Durum wheat,Harvested production in EU standard humidity (1000 t)	:	:	:	0.00 n	:	0.00	0.00	0.00	0.00	0.00
Serbia,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n	0.00 n
Turkey,Durum wheat,Harvested production in EU standard humidity (1000 t)	3,300.00	4,075.00	3,300.00	4,100.00	3,788.37	4,081.40	3,630.23	3,298.60	4,186.05	:
Bosnia and Herzegovina,Durum wheat,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Kosovo (under United Nations Security Council Resolution 1244/99),Durum wheat,Harvested production in EU standard humidity (1000 t)	: z	: z	: z	:	:	:	0.00	0.00	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Bulgaria,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.78	3.27	3.78	3.41	4.13	4.30	4.09	4.23	3.91	4.12
Czechia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Denmark,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Durum wheat,Yield in EU standard humidity (tonne/ha)	4.92	6.13	6.53	4.65	5.33	5.75	4.58	4.92	5.38	5.75
Estonia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Ireland,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Greece,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.84	2.87	3.05	2.46	3.02	2.43	2.61	2.69	2.57	2.72
Spain,Durum wheat,Yield in EU standard humidity (tonne/ha)	1.14	2.68	2.50	2.78	2.47	2.66	3.58	2.76	3.28	3.12 p
France,Durum wheat,Yield in EU standard humidity (tonne/ha)	5.34	5.21	5.14	5.60	4.16	5.66	4.98	6.21	5.05	5.46
Croatia,Durum wheat,Yield in EU standard humidity (tonne/ha)	5.56	4.45	5.36	6.58	5.00	5.26	5.15	5.06	4.62	5.39
Italy,Durum wheat,Yield in EU standard humidity (tonne/ha)	3.28	3.08	3.25	3.37 p	3.79	3.48	3.37	3.27	3.33	:
Cyprus,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.75	2.26	0.74	3.02	0.89	2.01 e	1.60 e	2.89 e	2.08 e	2.19
Latvia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	4.13	:
Hungary,Durum wheat,Yield in EU standard humidity (tonne/ha)	3.68	4.41	4.64	4.88	5.03	4.74	4.72	4.40	4.41	4.47
Malta,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Austria,Durum wheat,Yield in EU standard humidity (tonne/ha)	3.07	5.11	4.76	4.61	5.30	3.98	4.15	4.80	4.78	4.54
Poland,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Portugal,Durum wheat,Yield in EU standard humidity (tonne/ha)	1.19	1.95	2.42	2.25	2.81	2.34	2.79	2.51 p	2.02 p	:
Romania,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.48	3.00	4.88	2.85	3.51	4.30	3.69	2.89	3.19	2.75
Slovenia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	: u	5.25	: u	: u	: u	: u	:
Slovakia,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.82	2.80	5.11	5.16 e	4.37	4.30	4.82	4.29	5.12	5.70
Finland,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Sweden,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Iceland,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	: z	:
Norway,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Switzerland,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	4.29	:	:	:	5.40	:
United Kingdom,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Montenegro,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
North Macedonia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Albania,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Serbia,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Turkey,Durum wheat,Yield in EU standard humidity (tonne/ha)	2.80	3.20	2.57	3.20	3.14	3.35	3.01	3.03	3.35	:
Bosnia and Herzegovina,Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Kosovo (under United Nations Security Council Resolution 1244/99),Durum wheat,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bulgaria,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Czechia,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Denmark,Durum wheat,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
