GEO,CROPS,STRUCPRO\TIME	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Germany (until 1990 former territory of the FRG),Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Estonia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Ireland,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Greece,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Spain,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
France,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Croatia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Italy,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Cyprus,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Latvia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Lithuania,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Luxembourg,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Hungary,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Malta,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Netherlands,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Austria,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Poland,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Portugal,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Romania,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Slovenia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Slovakia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Finland,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Sweden,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Iceland,Common wheat and spelt,EU standard humidity (%)	14.00	:	:	14.00	14.00	14.00	:	:	14.00	14.00
Norway,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Switzerland,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
United Kingdom,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Montenegro,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
North Macedonia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Albania,Common wheat and spelt,EU standard humidity (%)	14.00	:	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Serbia,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00
Turkey,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Bosnia and Herzegovina,Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common wheat and spelt,EU standard humidity (%)	14.00	14.00	14.00	14.00	14.00	14.00	14.00	14.00	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	21,278.57	21,840.08	22,713.70	22,881.19	22,692.48	21,917.45	21,201.92	22,571.87	19,351.44	:
European Union - 27 countries (from 2020),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	19,466.70	20,427.02	20,777.70	21,049.19	20,869.48	20,125.45	19,454.22	20,756.07	19,351.44	:
European Union - 28 countries (2013-2020),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	21,458.70	22,042.02	22,713.70	22,881.19	22,692.48	21,917.45	21,201.92	22,571.87	:	:
Belgium,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	205.30	184.92	207.22	218.64	214.12	196.39	194.54	202.50	192.80 p	:
Bulgaria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,166.30	1,301.56	1,259.15	1,096.20	1,179.10	1,133.70	1,197.10	1,189.36	1,193.00	1,196.00
Czechia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	746.00	788.42	790.69	778.20	809.11	785.50	773.68	814.52	774.64	709.54
Denmark,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	583.20	539.50	646.60	617.50	565.60	572.10	392.60	559.70	484.30	511.61
Germany (until 1990 former territory of the FRG),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	2,892.70	3,066.20	3,159.00	3,210.40	3,131.20	3,130.90	2,893.30	3,054.90	2,758.70	2,880.10
Estonia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	63.50	44.90	81.00	97.80	90.70	102.45	75.03	115.38	117.95	:
Ireland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	84.55	45.38	65.15	55.26	60.39	60.29	54.43	59.67	34.97 p	55.96 p
Greece,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	162.53	192.04	191.42	154.84	149.42	119.70	108.00	96.61	89.34 e	93.04
Spain,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,685.18	1,660.73	1,675.94	1,679.14	1,638.17	1,411.27	1,463.90	1,473.05	1,484.12	1,577.70 p
France,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	4,817.91	4,957.37	4,983.55	5,144.27	5,125.06	4,948.21	4,866.34	4,983.22	4,221.66	4,923.68
Croatia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	180.13	201.95	155.46	140.49	170.57	117.13	137.69	140.30	143.00	143.00
Italy,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	593.49	632.37	586.62	553.63	528.74	501.72	543.32	530.68	500.80	492.98
Cyprus,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00 n	0.00 n	0.00 n	0.00 n	0.78	1.57	2.43	4.20	4.00 e	4.00 e
Latvia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	257.10	251.90	154.30	290.00	327.10	322.00	213.60	377.40	381.90	425.20
Lithuania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	436.20	466.00	355.00	573.03	628.56	620.61	463.16	739.65	749.92	790.50
Luxembourg,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	12.70	13.41	11.07	13.70	13.37	13.62	12.52	13.04	11.43	:
Hungary,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,040.50	1,061.21	1,086.78	995.23	1,000.74	915.75	972.93	972.39	899.75	851.03
Malta,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	136.00	125.00	122.00	127.47	116.32	107.57	95.97	111.76	92.46	108.00
Austria,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	289.81	281.39	287.08	279.02	291.30	269.40	269.01	259.06	259.86	255.30
Poland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,373.00	1,867.80	1,996.26	2,080.20	1,881.00	1,949.86	1,925.28	2,043.25	2,014.60 e	2,181.39 e
Portugal,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	51.08	50.76	46.19	37.02	33.51	24.89	22.87	23.04 p	24.04	24.04
Romania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,983.11	2,089.85	2,103.60	2,099.97	2,122.36	2,039.36	2,103.68	2,152.58	2,125.76	2,129.55
Slovenia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	34.30	31.38	32.71	: u	: u	: u	: u	: u	: u	:
Slovakia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	365.36	350.11	360.68	340.92	362.01	312.19	342.50	351.96	341.37	278.70
Finland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	23.30	14.00	40.80	42.40	25.20	34.50	10.50	39.50	22.70	54.80
Sweden,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	283.44	208.89	379.45	394.45	374.38	407.57	292.53	422.16	402.15	439.83
Iceland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	0.02	:	:	0.00 n	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n
Norway,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	2.00	9.00	58.60	37.60	11.40	30.28	9.93	42.38	19.09	:
Switzerland,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	87.20	86.43	84.19	86.07	87.50	85.89	86.97	85.58 p	82.24	86.13 e
United Kingdom,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	1,992.00	1,615.00	1,936.00	1,832.00	1,823.00	1,792.00	1,747.70	1,815.80	1,415.13 p	:
Montenegro,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	: z	0.51	0.61	0.62	0.62 p	0.68 p	0.68	0.71 p	:	:
North Macedonia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	74.71	71.56	69.78	: z	73.30	69.78	67.44	65.38	66.28	61.07 e
Albania,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	73.20	:	70.00	69.60	70.50	68.10	65.10	57.30	53.90	53.70 p
Serbia,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	603.27	631.64	604.75	576.27	580.00	539.80	632.97	566.11	574.89	594.07
Turkey,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	:	:	: z	: z	: z	: z	: z	: z	: z	: z
Bosnia and Herzegovina,Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	60.19 e	66.94 e	67.94 e	57.69 e	67.64 e	65.18 e	69.56 e	64.80 e	63.49 e	65.35 e
Kosovo (under United Nations Security Council Resolution 1244/99),Common winter wheat and spelt,Area (cultivation/harvested/production) (1000 ha)	102.90	101.80	91.20	89.90	89.10	80.50	81.10	80.30	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	117,009.71	129,350.49	142,120.95	146,202.40	128,631.12	137,027.56	123,000.03	142,942.47	112,190.39	:
European Union - 27 countries (from 2020),Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	104,809.62	118,497.68	125,611.50	129,854.00	114,415.36	122,363.08	109,602.65	126,906.61	112,190.39	:
European Union - 28 countries (2013-2020),Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	117,993.52	130,349.37	142,120.95	146,202.40	128,631.12	137,027.56	123,000.03	142,942.47	:	:
Belgium,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,740.87	1,723.50	1,868.71	2,049.84	1,423.85	1,684.54	1,655.05	1,894.45	1,751.41 p	:
Bulgaria,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	4,548.32	5,610.19	5,429.99	5,106.96	5,751.81	6,271.58	5,893.53	6,280.15	4,822.22	7,332.12
Czechia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	3,234.86	4,530.77	5,222.70	5,054.57	5,315.63	4,529.52	4,227.34	4,716.45	4,799.25	4,532.98
Denmark,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	4,319.98	3,950.52	5,023.50	4,900.35	4,068.83	4,705.94	2,494.45	4,572.80	3,971.58	3,726.75
Germany (until 1990 former territory of the FRG),Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	21,396.60	24,634.10	27,415.10	26,169.90	24,089.70	24,079.90	19,595.00	22,756.20	21,751.60	20,990.90
Estonia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	296.20	137.80	347.80	518.50	259.10	481.37	255.76	651.85	653.69	:
Ireland,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	579.94	407.50	628.27	572.54	554.81	583.10	464.31	565.94	281.39 p	526.27 p
Greece,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	497.89	603.74	657.91	369.74	492.52	302.85	298.63	295.28	233.08 e	282.53
Spain,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	4,452.61	6,492.53	5,184.20	5,015.07	6,285.87	3,207.02	5,969.82	4,529.43	6,435.68	7,182.18 p
France,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	34,827.93	36,275.69	36,862.50	40,360.49	27,230.15	36,044.57	33,560.55	38,951.20	28,570.45	36,144.42
Croatia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	983.81	998.88	650.39	759.05	964.96	689.94	749.82	787.68	869.80	853.81
Italy,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	3,494.18	3,437.15	3,167.98	3,056.75	3,052.49	2,812.61	2,848.06	2,788.97	2,725.74	:
Cyprus,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00 n	0.00 n	0.00 n	0.00 n	0.32	2.83	2.89	11.01	10.23 e	7.20 e
Latvia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,221.40	1,065.10	525.60	1,605.70	1,582.80	1,705.20	897.10	1,964.00	2,174.50	1,973.10
Lithuania,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	2,257.10	2,124.50	1,707.80	3,284.24	2,982.61	3,245.31	1,993.10	3,351.73	4,236.30	4,189.70
Luxembourg,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	75.15	86.12	69.71	87.53	68.38	75.11	77.94	80.64	69.48	:
Hungary,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	3,887.33	4,917.22	5,153.65	5,177.78	5,393.30	5,024.65	5,021.93	5,189.68	4,861.77	5,039.79
Malta,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Netherlands,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,171.64	1,105.37	1,142.54	1,166.74	924.98	975.64	853.96	1,069.68	829.17	:
Austria,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,214.73	1,520.50	1,719.65	1,604.97	1,827.52	1,323.10	1,263.92	1,505.65	1,562.62	1,388.45
Poland,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	5,846.02	8,416.30	10,098.43	9,716.40	8,791.34	9,777.10	8,118.18	9,308.10	10,010.85 e	11,194.26 e
Portugal,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	56.63	92.45	98.27	77.09	80.00	52.02	58.54	53.08 p	50.43	:
Romania,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	5,263.81	7,252.45	7,546.65	7,943.36	8,373.38	9,980.45	10,097.71	10,243.54	6,348.45	11,331.24
Slovenia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	187.38	137.41	172.23	: u	: u	: u	: u	: u	: u	:
Slovakia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,214.89	1,616.10	1,987.96	1,909.73	2,145.97	1,516.97	1,658.43	1,714.30	1,919.33	1,588.60
Finland,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	106.55	42.79	179.16	211.47	93.87	154.90	27.14	224.88	102.28	242.26
Sweden,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	1,933.80	1,319.00	2,750.80	2,984.80	2,502.10	3,000.00	1,399.90	3,262.80	2,997.10	3,100.00
Iceland,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	0.09	:	:	0.00 n	0.00	0.00	0.00 n	0.00 n	0.00 n	0.00 n
Norway,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	:	:	: z	: z	: z	: z	: z	: z	: z	:
Switzerland,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	509.25	475.60	534.84	523.55	387.74	530.69	498.69	499.27 p	530.31	:
United Kingdom,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	13,183.90	11,851.69	16,509.45	16,348.40	14,215.76	14,664.48	13,397.38	16,035.85	10,015.17 p	:
Montenegro,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	: z	1.70	1.86	1.81	2.02 p	2.22 p	2.22 p	2.02 p	:	:
North Macedonia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	201.39	228.85	262.04	: z	281.47	191.65	229.00	230.82	233.73	221.83 e
Albania,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	296.51	:	280.00	275.00	275.00	274.90	240.30	233.20	233.40	:
Serbia,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	2,399.22	2,690.27	2,387.20	2,371.90	2,812.28	2,208.90	2,873.30	2,484.83	2,848.78	3,175.30
Turkey,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	:	:	: z	: z	: z	: z	: z	: z	: z	: z
Bosnia and Herzegovina,Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	224.47 e	264.44 e	169.32 e	204.26 e	294.25 e	276.94 e	284.29 e	251.65 e	295.65 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common winter wheat and spelt,Harvested production in EU standard humidity (1000 t)	345.00	391.70	328.20 e	304.40	365.70	320.10	280.60	285.00	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	8.29	9.15	9.30	9.38	6.65	8.58	8.51	9.35	9.08 p	:
Bulgaria,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.90	4.31	4.31	4.66	4.88	5.53	4.92	5.28	4.01	6.17
Czechia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.34	5.75	6.61	6.50	6.57	5.77	5.46	5.79	6.20	6.39
Denmark,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	7.40	7.31	7.77	7.91	7.19	8.23	6.35	8.17	8.20	7.28
Germany (until 1990 former territory of the FRG),Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	7.40	8.03	8.68	8.15	7.69	7.69	6.77	7.45	7.88	7.29
Estonia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.66	3.07	4.30	5.30	2.86	4.70	3.41	5.65	5.54	:
Ireland,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	6.86	8.98	9.66	10.36	9.19	9.67	8.53	9.48	8.05 p	9.40 p
Greece,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.06	3.14	3.44	2.39	3.30	2.53	2.77	3.06	2.63	3.04
Spain,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.77	3.91	3.17	2.99	3.84	2.27	4.08	3.07	4.34	4.55 p
France,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	7.22	7.31	7.41	7.85	5.31	7.28	6.90	7.83	6.77	7.34
Croatia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.46	4.96	4.15	5.36	5.70	5.87	5.44	5.59	6.08	5.97
Italy,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.89	5.37	5.40	5.63 p	5.77	5.76	5.24	5.26	5.44	:
Cyprus,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	: z	0.41	1.80 e	1.19 e	2.63 e	2.56 e	1.80
Latvia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.75	4.23	3.20	5.54	4.84	5.30	4.20	5.20	5.69	4.64
Lithuania,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.17	4.56	4.81	5.73	4.75	5.23	4.30	4.53	5.65	5.30
Luxembourg,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.92	6.43	6.30	6.39	5.12	5.52	6.22	6.19	6.08	:
Hungary,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.72	4.63	4.74	5.20	5.39	5.49	5.16	5.34	5.40	5.92
Malta,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	8.74	9.40	9.54	9.15	7.98	9.05	8.90	9.57	8.97	8.94
Austria,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.19	5.40	5.99	5.76	6.27	4.91	4.70	5.82	6.01	5.44
Poland,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.23 e	4.49	5.00	4.67	4.63	5.01	4.22	4.55	4.81 e	5.13 e
Portugal,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	1.11	1.82	2.13	2.08	2.39	2.09	2.56	2.30 p	2.10 p	:
Romania,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.65	3.47	3.59	3.78	3.95	4.89	4.80	4.76	2.99	5.32
Slovenia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.46	4.39	5.27	: u	5.19	: u	: u	: u	: u	:
Slovakia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.33	4.77	5.31	5.58 e	5.97	4.86	4.82	4.91	5.63	5.70
Finland,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	4.62	3.05	4.40	4.98	3.73	4.50	2.57	5.69	4.51	4.43
Sweden,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	6.82	6.31	7.25	7.57	6.68	7.36	4.79	7.73	7.45	7.03
Iceland,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	:	:	:	:	:	: z	:
Norway,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	: z	: z	:	:	:	:	: z	:
Switzerland,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	5.84	5.50	6.35	6.08	4.43	6.18	5.73	5.83 p	6.45	:
United Kingdom,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	6.64	7.34	8.56	8.75	7.81	8.20 p	7.67	8.84	7.08 p	:
Montenegro,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	: z	3.32	3.03	2.93	3.23 p	3.29 p	3.27 p	2.84 p	:	:
North Macedonia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	2.70	3.20	3.76	:	:	2.75	3.40	3.53	3.53	3.63 e
Albania,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	4.00	3.95	3.90	4.04	3.69	4.07	4.33	:
Serbia,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.98	4.26	3.95	4.11	4.85	4.09	4.54	4.39	4.96	5.35
Turkey,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	:	:	:	: z	: z	: z	: z	:	:	:
Bosnia and Herzegovina,Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.73 e	3.95 e	2.49 e	3.54 e	4.35 e	4.22 e	4.09 e	3.88 e	4.66 e	:
Kosovo (under United Nations Security Council Resolution 1244/99),Common winter wheat and spelt,Yield in EU standard humidity (tonne/ha)	3.35	3.85	3.60	3.38	4.18	3.98	3.46	3.55	:	:
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020),Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 27 countries (from 2020),Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
European Union - 28 countries (2013-2020),Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Belgium,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Bulgaria,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Czechia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Denmark,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Estonia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Ireland,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Greece,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Spain,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
France,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Croatia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Italy,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Cyprus,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Latvia,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Lithuania,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Luxembourg,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Hungary,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Malta,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Netherlands,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Austria,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
Poland,Common winter wheat and spelt,Main area (1000 ha)	:	:	:	:	:	:	:	:	:	:
